geo,time,education,emp_high_tech,gdp,inv,migration,pop,pop_dens,tourists,unemp,wages
FRE1,2019,33.0,2.3,26700.0,26713.95,-3.7,2515.4,327.4,1421990.0,11.2,63750.97
FRE2,2014,22.0,1.4,21600.0,10351.06,-2.4,1217.4,99.6,1450575.0526036131,11.6,24717.31
FRE2,2015,24.1,1.8,22300.0,10390.58,-2.5,1198.9,99.7,1450575.0526036131,10.8,24912.14
FRE2,2016,22.7,1.8,22000.0,10351.97,-2.6,1187.5,99.6,1450575.0526036131,11.5,24485.4
FRE2,2017,24.1,2.2,22800.0,11086.71,-2.1,1181.4,99.6,1450575.0526036131,10.0,24992.03
FRE2,2018,28.1,2.3,23100.0,11348.22,-2.4,1191.0,99.5,1450575.0526036131,9.2,25323.21
FRE2,2019,28.1,3.4,24300.0,11852.48,-2.4,1188.6,99.4,1450575.0526036131,9.0,25357.16
FRF1,2014,30.5,3.6,26700.0,12214.62,-0.5,1214.2,227.0,2215443.0,10.1,30692.52
FRF1,2015,32.4,3.5,27000.0,12143.67,-0.2,1203.1,227.7,2215443.0,9.1,30949.53
FRF1,2016,33.7,3.7,27500.0,12603.64,0.2,1191.3,228.3,2215443.0,10.9,30897.57
FRF1,2017,32.0,4.2,28200.0,13389.26,2.4,1211.5,229.2,2085599.0,9.0,31888.41
FRF1,2018,33.0,4.8,29100.0,14057.83,0.8,1217.6,230.0,2215443.0,8.0,32679.92
FRF1,2019,35.4,4.8,30400.0,14594.61,0.8,1231.9,230.6,2320729.0,7.3,32874.32
FRF2,2014,23.3,1.5,24500.0,8283.1,-2.7,819.0,52.4,1450575.0526036131,11.4,18857.3
FRF2,2015,23.6,1.6,24700.0,8080.62,-4.6,830.1,52.3,1450575.0526036131,13.0,18882.44
FRF2,2016,22.9,1.3,24500.0,8028.67,-4.4,812.0,52.1,1450575.0526036131,11.3,18642.3
FRF2,2017,24.9,1.2,25600.0,8562.33,-3.3,799.3,51.9,1450575.0526036131,9.6,18971.61
FRF2,2018,28.3,1.4,26400.0,8946.18,-4.1,766.5,51.7,1450575.0526036131,8.8,19321.11
FRF2,2019,27.1,1.3,27400.0,9193.65,-4.1,778.5,51.5,1450575.0526036131,9.1,19220.23
FRF3,2014,28.1,2.1,21600.0,12506.12,-1.9,1461.7,99.6,1221358.0,11.8,30611.07
FRF3,2015,30.5,2.2,21900.0,12429.18,-2.1,1472.1,99.5,1221358.0,12.2,30682.98
FRF3,2016,30.2,1.9,21900.0,12551.49,-2.9,1450.2,99.3,1221358.0,11.7,30471.76
FRF3,2017,30.5,2.3,22500.0,13277.3,-1.4,1437.0,99.1,1136460.0,11.0,31139.4
FRF3,2018,28.9,1.6,23000.0,13682.6,-2.1,1432.1,98.9,1297325.0,9.8,31471.21
FRF3,2019,33.0,2.2,23900.0,14130.32,-2.2,1409.4,98.6,1221358.0,8.1,31430.71
FRG0,2014,30.4,2.7,25400.0,23152.7,4.1,2238.5,115.1,904623.0,8.6,56687.11
FRG0,2015,32.4,3.1,26000.0,23367.62,2.9,2248.6,115.8,904623.0,9.1,57554.46
FRG0,2016,32.2,2.8,26300.0,24145.04,3.4,2279.4,116.4,904623.0,8.9,58255.58
FRG0,2017,33.3,3.6,27000.0,25719.0,4.9,2279.5,117.1,847204.0,7.1,59969.13
FRG0,2018,34.6,3.7,27700.0,26944.06,3.7,2268.0,117.7,928428.0,7.8,61947.81
FRG0,2019,35.1,4.5,29300.0,28466.83,3.7,2276.8,118.3,904623.0,7.6,62907.76
FRH0,2014,33.6,3.3,24000.0,19721.0,4.3,1989.4,120.0,1308009.0,7.4,46619.15
FRH0,2015,32.8,3.5,24600.0,19780.19,3.9,1987.1,120.5,1308009.0,7.8,47417.2
FRH0,2016,33.8,2.9,25000.0,20497.09,4.3,1994.1,121.0,1308009.0,8.6,47656.98
FRH0,2017,34.0,2.9,25900.0,21991.58,5.7,2000.0,121.5,1192151.0,7.3,49239.56
FRH0,2018,37.7,3.4,26300.0,22784.61,4.6,2008.0,122.0,1365013.0,6.8,50643.82
FRH0,2019,37.7,3.6,27800.0,24027.47,4.6,1998.2,122.4,1308009.0,6.9,51276.85
FRI1,2014,32.8,3.8,25200.0,20799.69,7.5,2055.1,81.2,2334152.0,9.1,49207.08
FRI1,2015,33.5,3.9,25700.0,20925.34,6.9,2055.4,81.8,2334152.0,9.7,49979.56
FRI1,2016,32.4,3.3,26200.0,21750.72,6.4,2072.0,82.4,2334152.0,10.0,50975.72
FRI1,2017,34.4,3.2,26700.0,22857.3,7.5,2073.3,82.9,2216105.0,10.1,52756.87
FRI1,2018,35.4,3.2,27500.0,24076.15,6.8,2072.7,83.4,2334152.0,9.3,54449.84
FRI1,2019,35.7,3.0,28900.0,25347.28,6.8,2069.7,83.9,2343073.0,9.1,55392.79
FRI2,2014,29.4,1.2,21600.0,3935.06,2.7,431.2,43.5,1450575.0526036131,9.3,9700.15
FRI2,2015,30.1,1.9,22100.0,3923.03,1.4,430.6,43.4,1450575.0526036131,8.9,9743.73
FRI2,2016,32.2,1.7,21900.0,3934.38,2.1,438.5,43.3,1450575.0526036131,7.1,9673.3
FRI2,2017,30.7,2.0,22600.0,4138.51,-0.2,433.4,43.2,1450575.0526036131,6.3,9901.17
FRI2,2018,32.0,1.9,23000.0,4283.1,1.1,427.0,43.0,1450575.0526036131,7.0,10039.21
FRI2,2019,33.1,1.9,24700.0,4538.67,1.2,414.2,42.9,1450575.0526036131,7.0,10397.7
FRI3,2014,26.1,1.8,23400.0,10486.7,3.3,1071.7,69.5,677836.0,10.9,23987.89
FRI3,2015,26.6,1.5,23700.0,10366.0,3.6,1054.8,69.7,677836.0,9.8,24057.92
FRI3,2016,27.4,1.8,23800.0,10566.1,2.7,1059.5,69.8,677836.0,9.0,24276.41
FRI3,2017,30.0,2.0,24400.0,11128.61,4.4,1065.8,69.9,647956.0,9.1,24846.29
FRI3,2018,30.9,1.7,25200.0,11665.46,3.6,1052.7,69.9,711468.0,8.7,25526.19
FRI3,2019,30.4,1.4,26600.0,12286.11,3.6,1047.4,70.0,677836.0,8.1,25637.92
FRJ1,2014,31.4,2.7,21700.0,14656.57,6.3,1662.4,101.0,2016974.0,12.3,34392.66
FRJ1,2015,31.3,2.6,22000.0,14636.36,6.8,1655.8,101.7,2016974.0,13.0,34950.37
FRJ1,2016,31.2,3.0,22300.0,15082.68,5.9,1674.1,102.4,2016974.0,11.9,35452.15
FRJ1,2017,32.0,2.3,22700.0,15899.99,7.2,1669.5,103.1,1959707.0,12.3,36841.21
FRJ1,2018,33.3,2.2,23300.0,16712.71,6.6,1669.2,103.8,2053865.0,11.7,37816.47
FRJ1,2019,34.5,3.0,24500.0,17609.27,6.5,1670.6,104.4,2016974.0,10.3,38369.07
FRJ2,2014,41.8,4.9,26100.0,18982.42,5.8,1835.7,65.9,1601782.0,9.1,46708.66
FRJ2,2015,39.9,4.3,26700.0,19192.49,3.7,1848.7,66.3,1601782.0,8.6,47382.74
FRJ2,2016,38.8,4.5,27200.0,19928.91,5.9,1843.4,66.6,1601782.0,8.5,48460.36
FRJ2,2017,38.6,4.8,27700.0,21056.98,6.7,1856.1,67.1,1609509.0,7.2,50095.77
FRJ2,2018,44.2,5.1,28700.0,22343.59,5.3,1851.5,67.5,1597613.0,7.7,51624.75
FRJ2,2019,44.6,5.7,29900.0,23291.42,5.3,1848.5,67.8,1601782.0,6.7,52440.91
FRK1,2014,25.9,3.3,22800.0,7777.89,2.2,813.4,52.2,420503.0,7.3,18997.46
FRK1,2015,28.8,3.1,23300.0,7756.78,2.6,810.9,52.3,420503.0,8.6,18990.44
FRK1,2016,31.1,4.2,23500.0,7941.22,2.6,816.2,52.3,420503.0,7.2,19067.56
FRK1,2017,27.8,3.5,24700.0,8569.04,5.7,815.4,52.4,461105.0,8.4,19408.14
FRK1,2018,29.6,1.9,25300.0,8906.77,3.6,807.1,52.5,420503.0,7.7,19367.32
FRK1,2019,31.1,1.6,26700.0,9327.58,3.6,821.4,52.6,407924.0,5.6,19644.86
FRK2,2014,37.1,5.0,28600.0,45942.54,3.1,4039.2,146.6,4655270.0,8.8,110430.54
FRK2,2015,37.5,4.5,29100.0,46272.44,1.3,4053.3,147.7,4655270.0,9.1,112082.66
FRK2,2016,38.3,4.9,29700.0,47923.34,0.4,4061.8,148.5,4655270.0,8.1,113764.12
FRK2,2017,39.2,4.7,30500.0,51077.85,2.5,4069.8,149.3,4472205.0,7.2,117996.47
FRK2,2018,40.7,4.7,31600.0,54471.74,1.4,4080.9,150.2,4688155.0,7.3,121320.53
FRK2,2019,41.8,4.7,33200.0,56617.4,1.4,4090.0,150.9,4655270.0,7.0,122685.14
FRL0,2014,35.0,3.4,27000.0,32718.65,2.3,3108.2,159.9,5570297.0,10.0,78095.44
FRL0,2015,35.3,4.1,27500.0,32878.6,1.0,3009.1,160.6,5570297.0,11.0,79176.92
FRL0,2016,35.8,3.7,27800.0,33935.31,0.2,3001.7,160.9,5570297.0,10.5,80464.52
FRL0,2017,36.2,3.7,28500.0,35866.79,3.1,2994.4,161.4,5539776.0,10.3,83302.1
FRL0,2018,37.9,3.4,29200.0,37562.46,1.4,2989.6,162.0,5570297.0,9.3,85383.24
FRL0,2019,38.8,3.9,30700.0,39297.33,1.4,2984.1,162.4,5833127.0,8.8,86070.93
FRM0,2014,24.1,1.8,22700.0,1582.46,9.6,107.8,37.5,866213.0,9.8,4678.89
FRM0,2015,23.3,2.1,23300.0,1608.23,10.4,188.4,37.9,866213.0,11.9,4736.19
FRM0,2016,36.0,0.8,23300.0,1659.88,14.0,155.0,38.3,866213.0,8.3,4812.84
FRM0,2017,35.5,1.9,23900.0,1757.46,11.5,175.9,38.8,824466.0,9.8,5082.17
FRM0,2018,27.5,1.85,24700.0,1867.05,11.7,189.3,39.2,891321.0,5.0,5250.7
FRM0,2019,26.2,1.85,25800.0,1970.98,11.6,189.8,39.6,866213.0,6.3,5360.16
FRY1,2014,18.7,2.1,20000.0,1634.72,-8.9,252.5,258.6,60029.0,23.9,4947.49
FRY1,2015,21.6,2.2,20600.0,1560.68,-14.2,249.0,257.0,60029.0,23.6,4951.5
FRY1,2016,21.5,2.2,21100.0,1502.12,-14.4,245.4,254.6,60029.0,23.8,4997.83
FRY1,2017,22.0,2.2,19700.0,1537.62,-12.4,241.4,252.2,65333.0,22.4,5106.1
FRY1,2018,22.3,2.2,20400.0,1661.07,-14.2,237.7,249.7,60029.0,22.6,5281.14
FRY1,2019,24.5,2.4,21700.0,1849.1,-14.5,233.5,247.0,39613.0,20.6,5297.45
FRY2,2014,23.3,2.35,19700.0,1786.5,-10.7,239.4,347.0,41333.0,19.4,5056.8
FRY2,2015,26.0,2.1,20300.0,1816.81,-14.0,238.8,343.6,41333.0,17.9,5144.99
FRY2,2016,24.1,2.6,20500.0,1760.68,-11.7,234.3,339.9,41333.0,17.8,5178.35
FRY2,2017,24.2,2.35,21100.0,1721.59,-11.4,230.3,336.4,33620.0,17.8,5368.42
FRY2,2018,26.5,2.35,21700.0,1707.24,-13.0,226.0,332.7,41333.0,17.3,5424.86
FRY2,2019,25.6,2.35,22400.0,1572.81,-13.2,221.5,328.6,44858.0,14.8,5508.55
FRY3,2014,18.4,3.460929250263992,13700.0,1092.35,6.7,136.0,3.1,22842.0,22.2,2302.22
FRY3,2015,20.1,3.460929250263992,13400.0,994.17,13.3,141.2,3.2,22842.0,21.9,2297.02
FRY3,2016,18.4,3.460929250263992,13600.0,974.98,-26.1,146.1,3.2,22842.0,23.0,2331.49
FRY3,2017,19.6,3.460929250263992,13500.0,1020.91,1.2,147.7,3.3,20233.0,21.9,2400.4
FRY3,2018,21.1,3.460929250263992,13900.0,1055.83,-4.0,151.1,3.3,22842.0,19.0,2557.9
FRY3,2019,22.1,3.460929250263992,14300.0,1139.4,-3.9,151.6,3.4,33884.0,19.3,2589.52
FRY4,2014,19.6,2.3,17800.0,3604.02,-2.1,551.9,341.7,70579.0,26.4,9286.56
FRY4,2015,21.4,1.4,18300.0,3864.64,-8.5,555.7,343.8,70579.0,23.5,9548.82
FRY4,2016,20.9,1.3,18800.0,4292.64,-9.7,555.2,344.3,70579.0,22.3,9854.51
FRY4,2017,21.2,1.9,19300.0,4026.07,-7.9,555.4,345.0,70579.0,22.7,10196.02
FRY4,2018,22.7,1.7,19600.0,4112.53,-9.1,554.8,345.5,74858.0,24.0,10437.51
FRY4,2019,22.6,1.6,20500.0,4246.29,-9.1,553.7,345.7,63419.0,21.3,10779.8
HR02,2016,16.3,2.0,11400.0,1847.93,2.870906282183317,755.8,444.5255406797111,441534.5,17.2,3827.26
HR02,2017,15.1,1.8,11800.0,1871.65,2.870906282183317,740.6,444.5255406797111,441534.5,16.1,4022.32
HR02,2018,14.3,1.7,12200.0,2254.99,2.870906282183317,726.1,444.5255406797111,435975.0,12.1,4334.94
HR02,2019,14.9,1.7,13000.0,1894.88,2.870906282183317,712.1,444.5255406797111,447094.0,9.6,4481.19
HR03,2014,22.3,1.9,15500.0,3190.71,-0.3,927.4,56.8,10320064.0,17.2,6429.16
HR03,2015,24.6,2.3,16300.0,3357.91,-2.1,914.8,56.6,11271355.0,16.8,6538.25
HR03,2016,22.8,2.2,17100.0,3493.69,-1.7,904.4,56.7,12301485.0,14.2,6843.55
HR03,2017,23.7,1.7,18400.0,4163.33,-2.4,894.0,56.4,13883488.0,10.9,7294.85
HR03,2018,26.6,2.0,19200.0,4165.49,0.5,883.8,56.1,14767863.0,9.4,7859.07
HR03,2019,27.3,1.9,20200.0,4509.07,3.4,874.0,56.0,15401649.0,6.4,8095.67
HR04,2014,20.8,3.7,26624.823943661973,10958.438373333323,-3.5,1898.6,88.8,1118742.0,17.3,25124.92172086722
HR04,2015,21.8,3.8,26624.823943661973,10958.438373333323,-5.4,1870.8,88.1,1272154.0,15.9,25124.92172086722
HR05,2016,39.2,9.4,32100.0,2412.05,2.870906282183317,508.6,444.5255406797111,1193967.5,9.6,7490.12
HR05,2017,41.2,8.9,34300.0,2341.05,2.870906282183317,516.8,444.5255406797111,1193967.5,8.0,7861.52
HR05,2018,44.1,10.3,36200.0,2495.59,2.870906282183317,535.1,444.5255406797111,1177014.0,5.3,8435.58
HR05,2019,42.8,11.2,38800.0,3907.84,2.870906282183317,521.2,444.5255406797111,1210921.0,5.4,8768.8
HR06,2016,17.4,2.2,13500.0,1596.58,2.870906282183317,584.4,444.5255406797111,271276.5,9.8,3267.11
HR06,2017,18.0,2.8,14400.0,1448.25,2.870906282183317,568.9,444.5255406797111,271276.5,9.1,3448.84
HR06,2018,18.8,3.2,15300.0,1667.02,2.870906282183317,543.6,444.5255406797111,254161.0,5.8,3736.08
HR06,2019,18.3,3.3,16400.0,1533.31,2.870906282183317,550.6,444.5255406797111,288392.0,4.8,3847.75
HU11,2014,42.5,8.0,38300.0,6703.19,9.8,1144.3,3433.6,3654167.0,6.0,16941.02
HU11,2015,44.7,8.9,38500.0,7156.9,4.2,1145.1,3448.1,3269228.0,5.1,17478.6
HU11,2016,41.9,9.6,39000.0,6802.99,-1.2,1138.0,3443.2,3511429.0,4.3,18480.19
HU11,2017,41.7,8.4,41200.0,9146.15,1.5,1128.8,3433.8,3654167.0,2.9,20499.38
HU11,2018,46.5,10.2,43800.0,10678.37,4.8,1123.0,3433.4,3817497.0,3.1,21395.68
HU11,2019,47.5,10.9,47700.0,11329.98,2.1,1119.1,3433.8,3974296.0,2.5,23146.43
HU12,2014,24.8,7.4,15400.0,1685.41,5.7,822.8,194.8,188869.0,6.5,4265.07
HU12,2015,26.2,7.1,16100.0,1943.43,9.0,821.5,195.9,139979.0,5.7,4378.99
HU12,2016,26.2,7.0,15800.0,2013.67,11.7,824.2,197.6,151707.0,3.1,4793.58
HU12,2017,26.9,6.6,16000.0,2485.37,13.5,828.4,199.7,188869.0,2.6,5104.64
HU12,2018,26.4,6.8,17100.0,3009.51,15.1,834.8,202.3,247491.0,2.2,5331.4
HU12,2019,27.7,6.9,18100.0,3193.3,15.5,841.2,205.1,245808.0,2.4,5584.76
HU21,2014,17.6,2.9,16600.0,2772.06,-2.0,723.5,99.8,199459.0,5.6,4494.42
HU21,2015,19.4,2.5,18100.0,2749.71,1.9,714.2,99.4,208891.0,4.4,4735.49
HU21,2016,19.1,3.5,18500.0,2703.28,-0.8,707.7,99.0,218392.0,3.0,4948.74
HU21,2017,20.1,3.8,18900.0,2679.8,3.8,699.6,98.8,258804.0,2.2,5399.83
HU21,2018,19.9,4.0,20100.0,3333.81,7.1,695.3,98.9,274324.0,2.2,5831.51
HU21,2019,21.3,5.4,21100.0,4446.8,6.7,694.4,99.1,289390.0,2.0,6192.29
HU22,2014,19.7,4.0,19500.0,2889.38,3.6,667.9,88.0,638673.0,4.6,4402.06
HU22,2015,20.1,3.7,20900.0,2973.66,4.4,663.3,87.9,661587.0,3.8,4587.61
HU22,2016,19.0,4.2,21100.0,2834.01,3.1,659.2,87.9,723348.0,2.7,4833.33
HU22,2017,20.8,3.8,21300.0,2902.74,6.5,653.6,88.0,768519.0,2.4,5251.76
HU22,2018,20.5,3.9,22100.0,3159.73,8.0,652.2,88.2,801537.0,2.0,5510.15
HU22,2019,22.1,4.6,22200.0,3512.43,9.0,651.7,88.6,826761.0,1.8,5716.79
HU23,2014,17.9,2.8,12200.0,1853.74,-4.4,609.6,66.4,169205.0,7.8,2942.89
HU23,2015,18.5,2.5,12800.0,2157.49,-3.4,597.9,65.8,168151.0,8.1,3064.79
HU23,2016,18.9,2.8,13000.0,1768.74,-2.4,588.9,65.2,176519.0,6.2,3213.26
HU23,2017,18.4,2.9,13700.0,2544.26,-2.6,580.4,64.7,189633.0,6.3,3518.54
HU23,2018,18.1,2.6,15000.0,2965.51,-2.6,571.7,64.2,182318.0,5.6,3664.69
HU23,2019,18.3,3.5,15500.0,3626.23,0.0,561.6,63.7,189576.0,4.8,3777.0
HU31,2014,17.1,5.0,11500.0,2348.86,-6.1,775.3,88.1,141812.0,10.4,3656.15
HU31,2015,17.9,4.5,12900.0,2500.14,-4.9,762.7,87.2,148298.0,8.7,3843.41
HU31,2016,17.2,4.9,12900.0,2182.56,-4.6,751.7,86.4,157477.0,6.3,4027.44
HU31,2017,17.5,5.2,14000.0,2520.65,-3.5,740.1,85.7,169181.0,5.8,4424.72
HU31,2018,17.4,5.3,14900.0,3295.45,-3.1,729.8,85.0,173398.0,4.7,4731.26
HU31,2019,17.0,5.2,15100.0,4241.95,-2.3,719.4,84.4,177915.0,4.5,4860.75
HU32,2014,17.7,3.3,11800.0,2747.86,-1.1,997.6,85.1,172631.0,11.8,4478.53
HU32,2015,17.1,3.2,12300.0,2899.43,-0.7,989.9,84.8,183916.0,10.9,4647.31
HU32,2016,17.1,3.6,12300.0,2193.54,-2.5,982.3,84.5,194480.0,9.3,4923.49
HU32,2017,17.4,3.3,13000.0,2703.94,-3.1,972.0,84.1,215039.0,7.4,5353.97
HU32,2018,18.5,3.2,13900.0,3564.69,-3.4,960.1,83.6,228564.0,6.6,5627.06
HU32,2019,19.2,3.6,14700.0,4652.07,-3.0,947.0,83.1,232279.0,6.3,5802.76
HU33,2014,18.9,1.7,13100.0,2387.96,-1.3,846.8,70.4,138442.0,9.0,4148.47
HU33,2015,18.8,1.8,14000.0,2627.49,-0.6,835.9,70.0,148461.0,7.9,4343.37
HU33,2016,20.0,2.0,13900.0,2165.02,-3.8,826.0,69.4,168491.0,5.6,4561.58
HU33,2017,19.6,1.7,14500.0,3150.53,-0.9,812.4,68.9,205865.0,4.1,4982.29
HU33,2018,20.9,2.4,15800.0,3640.68,-0.2,802.7,68.5,219994.0,3.3,5294.89
HU33,2019,21.5,2.0,16500.0,4570.94,0.6,792.8,68.1,232551.0,3.5,5536.91
IE04,2014,38.4,4.6,22500.0,5726.7,-6.0,533.7,33.4,744362.5,11.5,9241.86
IE04,2015,39.2,4.7,24100.0,9464.17,0.6,532.2,33.5,744362.5,10.0,9779.73
IE04,2016,39.9,4.9,22900.0,15148.65,5.3,535.3,33.8,744362.5,8.5,9813.77
IE04,2017,41.5,5.1,25000.0,12047.55,4.0,540.1,34.1,744362.5,6.2,10682.52
IE04,2018,41.2,5.4,25100.0,13611.17,8.6,545.4,34.5,735588.0,5.6,11288.71
IE04,2019,42.5,4.9,25200.0,28290.63,6.7,551.6,35.0,753137.0,4.7,11884.26
IE05,2014,38.9,7.2,33900.0,15237.75,-4.3,1019.2,53.3,688698.5,12.6,21090.15
IE05,2015,40.3,8.1,63800.0,27749.09,-1.2,1017.9,53.5,688698.5,10.6,21753.11
IE05,2016,40.9,8.1,58100.0,48906.55,4.8,1021.3,53.9,688698.5,8.6,23821.04
IE05,2017,42.6,7.8,63700.0,39341.34,2.8,1029.1,54.4,688698.5,7.0,25243.4
IE05,2018,42.5,7.4,71200.0,41157.5,7.0,1037.6,54.9,790449.0,6.1,26865.89
IE05,2019,43.2,7.8,74500.0,94699.69,5.7,1046.3,55.6,586948.0,5.5,28708.65
IE06,2014,47.9,9.8,43800.0,19292.38,6.0,1508.3,157.9,1850586.5,11.5,42627.7
IE06,2015,49.2,9.8,49400.0,26167.77,6.4,1530.5,160.4,1850586.5,9.4,45868.16
IE06,2016,49.6,9.9,53800.0,32762.13,5.5,1553.3,162.7,1850586.5,8.2,48820.49
IE06,2017,50.7,9.9,57100.0,47353.91,2.8,1571.5,164.7,1850586.5,6.7,52338.28
IE06,2018,51.7,9.4,59900.0,37971.6,10.6,1592.8,167.1,1763453.0,5.6,55669.51
IE06,2019,51.5,9.4,61300.0,70715.86,6.9,1621.4,169.8,1937720.0,4.7,60380.82
IS00,2014,37.3,5.6,26624.823943661973,10958.438373333323,3.4,203.6,3.3,2596740.0,4.9,25124.92172086722
IS00,2015,39.0,6.0,26624.823943661973,10958.438373333323,4.5,205.2,3.3,3376068.0,4.0,25124.92172086722
IS00,2016,40.5,5.9,26624.823943661973,10958.438373333323,12.2,207.6,3.3,3977547.0,3.0,25124.92172086722
IS00,2017,42.5,5.4,26624.823943661973,10958.438373333323,24.1,212.9,3.4,3676807.5,2.7,25124.92172086722
IS00,2018,43.8,5.1,26624.823943661973,10958.438373333323,18.6,220.5,3.5,3676807.5,2.7,25124.92172086722
IS00,2019,45.2,5.1,26624.823943661973,10958.438373333323,13.8,226.7,3.6,4533098.0,3.5,25124.92172086722
ITC1,2014,16.2,3.7,27300.0,24636.9,0.6,2777.4,178.2,1570864.0,11.3,49727.0
ITC1,2015,16.6,3.7,28100.0,26351.9,0.2,2757.4,177.6,1883866.0,10.2,51078.6
ITC1,2016,17.0,3.7,29500.0,27051.3,1.7,2737.5,176.9,1809373.0,9.3,51819.7
ITC1,2017,18.1,3.2,30700.0,28396.4,1.4,2720.8,174.3,1968889.0,9.1,53136.8
ITC1,2018,19.3,3.6,31500.0,28789.6,1.2,2704.1,173.6,2040256.0,8.2,55101.9
ITC1,2019,19.3,3.9,32000.0,28615.7,1.8,2688.6,172.3,2109270.0,7.6,55974.8
ITC2,2014,15.2,3.460929250263992,35100.0,905.6,-1.0,81.7,39.7,377245.0,8.9,1578.6
ITC2,2015,15.5,3.460929250263992,35500.0,894.1,-3.5,81.1,39.5,409652.0,8.9,1596.4
ITC2,2016,15.8,3.460929250263992,36000.0,850.3,-0.2,80.3,39.2,454530.0,8.7,1616.9
ITC2,2017,18.0,3.460929250263992,37600.0,864.1,-1.1,79.7,39.0,475929.0,7.8,1679.6
ITC2,2018,18.8,3.460929250263992,38100.0,864.7,0.3,79.1,38.8,498689.0,7.0,1711.8
ITC2,2019,19.0,3.460929250263992,39000.0,977.0,-0.5,78.6,38.6,505801.0,6.5,1720.6
ITC3,2014,19.3,3.0,28700.0,7421.8,0.8,961.0,297.9,1808941.0,10.8,17251.0
ITC3,2015,19.7,2.9,29400.0,7211.2,0.1,952.4,295.9,1967660.0,9.2,17363.8
ITC3,2016,19.6,3.8,30700.0,8277.7,3.3,943.9,294.2,2028529.0,9.7,17548.9
ITC3,2017,19.6,4.0,31600.0,7976.7,2.7,939.0,288.7,2142810.0,9.5,18319.5
ITC3,2018,22.0,3.7,31900.0,8703.7,4.4,934.5,287.3,2168457.0,9.9,18549.9
ITC3,2019,22.0,3.5,32900.0,9920.8,2.9,930.2,284.3,2192634.0,9.6,18848.4
ITC4,2014,17.9,4.8,34600.0,58784.0,3.3,6402.5,438.1,7297664.0,8.2,139755.6
ITC4,2015,19.3,5.0,35400.0,59260.5,2.1,6400.5,438.8,8129895.0,7.9,142887.0
ITC4,2016,19.3,4.8,37100.0,62930.8,2.3,6391.0,439.2,8374162.0,7.4,147095.9
ITC4,2017,20.4,4.7,38200.0,66580.0,3.7,6384.2,435.1,9193261.0,6.4,151125.5
ITC4,2018,21.2,4.9,39200.0,68070.1,4.8,6385.6,436.0,9096437.0,6.0,157929.6
ITC4,2019,21.1,5.1,39900.0,70970.4,4.4,6395.1,435.8,9479813.0,5.6,160323.1
ITF1,2014,16.5,2.8,23100.0,5797.7,1.1,860.7,125.3,174171.0,12.6,12035.4
ITF1,2015,17.0,3.2,23400.0,6172.6,0.0,856.0,125.0,174639.0,12.6,12227.6
ITF1,2016,17.0,3.2,24100.0,5959.5,0.2,850.2,124.5,190734.0,12.1,12228.8
ITF1,2017,18.3,2.9,24900.0,6103.3,-0.8,843.8,122.0,189590.0,11.7,12544.1
ITF1,2018,19.3,3.0,25200.0,6160.4,1.6,837.3,121.5,201188.0,10.8,12893.9
ITF1,2019,20.5,3.3,25700.0,6476.3,-0.5,831.7,120.5,192703.0,11.2,13105.4
ITF2,2014,17.0,2.1,18700.0,1126.8,-0.1,203.8,71.8,14041.0,15.2,2246.1
ITF2,2015,18.0,2.1,19200.0,1210.0,1.2,202.2,71.5,13369.0,14.3,2285.5
ITF2,2016,18.4,2.1,19800.0,1145.7,-0.3,200.6,71.2,12249.0,12.8,2345.0
ITF2,2017,19.7,1.6,20500.0,1219.2,-0.7,198.5,69.6,12456.0,14.6,2367.8
ITF2,2018,19.7,2.1,21000.0,1215.3,-3.5,196.1,69.1,11287.0,13.0,2453.4
ITF2,2019,19.3,2.1,21900.0,1223.8,-5.1,193.2,68.2,12043.0,12.2,2468.2
ITF3,2014,14.3,2.3,16900.0,14638.8,-1.3,3931.9,438.0,1949634.0,21.7,39806.1
ITF3,2015,14.9,2.0,17400.0,16410.5,-0.8,3920.4,437.3,2318535.0,19.8,40586.0
ITF3,2016,15.2,2.0,18100.0,16518.7,-1.6,3906.9,436.5,2453783.0,20.4,41602.2
ITF3,2017,15.5,2.2,18600.0,16989.8,-1.0,3892.9,427.8,2515128.0,20.9,42281.8
ITF3,2018,15.5,2.2,18900.0,17874.5,-3.4,3878.5,426.4,2880844.0,20.4,43221.7
ITF3,2019,15.7,2.6,19500.0,18405.3,-3.7,3852.5,422.2,2922124.0,20.0,44216.3
ITF4,2014,14.0,1.6,16900.0,10558.1,0.9,2680.0,213.1,663713.0,21.5,28903.5
ITF4,2015,13.3,1.4,17400.0,11567.9,-1.2,2668.9,212.8,730122.0,19.7,29488.8
ITF4,2016,13.3,1.4,18100.0,11516.1,-1.7,2655.0,212.1,847073.0,19.4,30106.4
ITF4,2017,14.0,1.4,18600.0,11342.1,-1.3,2638.9,210.2,909742.0,18.8,30466.6
ITF4,2018,14.8,1.4,19100.0,12298.5,-2.3,2622.7,209.3,1042556.0,16.0,31451.2
ITF4,2019,15.2,1.5,19600.0,12415.1,-2.7,2601.9,206.8,1172536.0,14.9,32381.6
ITF5,2014,15.1,1.8,19200.0,2509.8,0.1,379.9,59.4,81576.0,14.7,4217.0
ITF5,2015,15.5,2.1,21100.0,2779.3,-1.1,377.4,59.2,95797.0,13.7,4547.1
ITF5,2016,15.9,2.2,21500.0,2704.9,-2.0,374.9,58.9,103724.0,13.3,4630.7
